item_id,item_name,collected_at,chaos_value,lag_1,lag_2,lag_3,rolling_mean_3,rolling_std_3,pct_change_prev,pct_change_next
17,Vivid Crystallised Lifeforce,2026-06-27 05:35:43,0.4043,0.4043,0.3962,0.3962,0.3989,0.0046765371804369455,0.0,-0.009151620084095922
17,Vivid Crystallised Lifeforce,2026-06-27 06:35:43,0.4006,0.4043,0.4043,0.3962,0.4016,0.004676537180436878,-0.009151620084095868,0.022715926110833742
17,Vivid Crystallised Lifeforce,2026-06-27 07:35:43,0.4097,0.4006,0.4043,0.4043,0.4030666666666667,0.002136195996003523,0.02271592611083384,0.0
17,Vivid Crystallised Lifeforce,2026-06-27 08:35:43,0.4097,0.4097,0.4006,0.4043,0.4048666666666667,0.0045763886781327165,0.0,0.062240663900414855
17,Vivid Crystallised Lifeforce,2026-06-27 10:28:06,0.4352,0.4097,0.4097,0.4006,0.4066666666666667,0.00525388744962633,0.06224066390041494,-0.01930147058823521
17,Vivid Crystallised Lifeforce,2026-06-27 11:28:06,0.4268,0.4352,0.4097,0.4097,0.41819999999999996,0.014722431864335663,-0.01930147058823517,0.04826616682286787
17,Vivid Crystallised Lifeforce,2026-06-27 12:28:06,0.4474,0.4268,0.4352,0.4097,0.4239,0.012994999038091775,0.048266166822867884,0.0
17,Vivid Crystallised Lifeforce,2026-06-27 13:28:06,0.4474,0.4474,0.4268,0.4352,0.4364666666666667,0.010358249530366603,0.0,-0.020116227089852497
17,Vivid Crystallised Lifeforce,2026-06-27 15:22:14,0.4384,0.4474,0.4474,0.4268,0.4405333333333334,0.011893415545306556,-0.0201162270898525,0.010036496350364998
18,Wild Crystallised Lifeforce,2026-06-27 01:35:43,0.08128,0.08321,0.08719,0.09369,0.08803,0.005290255192332397,-0.02319432760485518,-0.024852362204724504
18,Wild Crystallised Lifeforce,2026-06-27 02:35:43,0.07926,0.08128,0.08321,0.08719,0.08389333333333333,0.0030136743907285698,-0.024852362204724532,0.0
18,Wild Crystallised Lifeforce,2026-06-27 03:35:43,0.07926,0.07926,0.08128,0.08321,0.08125,0.0019751708786836337,0.0,-0.02472874085288927
18,Wild Crystallised Lifeforce,2026-06-27 04:35:43,0.0773,0.07926,0.07926,0.08128,0.07993333333333334,0.0011662475437629947,-0.02472874085288923,0.0
18,Wild Crystallised Lifeforce,2026-06-27 05:35:43,0.0773,0.0773,0.07926,0.07926,0.07860666666666666,0.0011316065276116291,0.0,-0.012289780077619567
18,Wild Crystallised Lifeforce,2026-06-27 06:35:43,0.07635,0.0773,0.0773,0.07926,0.07795333333333333,0.0011316065276116413,-0.012289780077619605,-0.02488539620170267
18,Wild Crystallised Lifeforce,2026-06-27 07:35:43,0.07445,0.07635,0.0773,0.0773,0.07698333333333333,0.000548482755730133,-0.024885396201702714,0.0
18,Wild Crystallised Lifeforce,2026-06-27 08:35:43,0.07445,0.07445,0.07635,0.0773,0.07603333333333334,0.001451148970069365,0.0,0.04137004701141705
18,Wild Crystallised Lifeforce,2026-06-27 10:28:06,0.07753,0.07445,0.07445,0.07635,0.07508333333333334,0.0010969655114603453,0.04137004701141711,0.025409518895911254
18,Wild Crystallised Lifeforce,2026-06-27 11:28:06,0.0795,0.07753,0.07445,0.07445,0.07547666666666668,0.001778238829104075,0.025409518895911143,0.033710691823899394
18,Wild Crystallised Lifeforce,2026-06-27 12:28:06,0.08218,0.0795,0.07753,0.07445,0.07715999999999999,0.0025452504788330754,0.03371069182389941,0.0
18,Wild Crystallised Lifeforce,2026-06-27 13:28:06,0.08218,0.08218,0.0795,0.07753,0.07973666666666666,0.002334016566636404,0.0,-0.014967145290825126
18,Wild Crystallised Lifeforce,2026-06-27 15:22:14,0.08095,0.08218,0.08218,0.0795,0.08128666666666666,0.0015472987214281162,-0.014967145290825101,0.011859172328597931
19,Enkindling Orb,2026-06-27 01:35:43,3.77,3.87,4.02,3.47,3.7866666666666666,0.28431203515386594,-0.025839793281653756,-0.4880636604774536
19,Enkindling Orb,2026-06-27 02:35:43,1.93,3.77,3.87,4.02,3.8866666666666667,0.12583057392117866,-0.48806366047745364,0.0
19,Enkindling Orb,2026-06-27 03:35:43,1.93,1.93,3.77,3.87,3.19,1.09233694435371,0.0,-0.17098445595854914
19,Enkindling Orb,2026-06-27 04:35:43,1.6,1.93,1.93,3.77,2.5433333333333334,1.062324495308912,-0.17098445595854916,0.0
19,Enkindling Orb,2026-06-27 05:35:43,1.6,1.6,1.93,1.93,1.82,0.19052558883258272,0.0,-0.018750000000000017
19,Enkindling Orb,2026-06-27 06:35:43,1.57,1.6,1.6,1.93,1.7100000000000002,0.1905255888325832,-0.018750000000000044,0.08917197452229293
19,Enkindling Orb,2026-06-27 07:35:43,1.71,1.57,1.6,1.6,1.59,0.017320508075769656,0.08917197452229297,0.0
19,Enkindling Orb,2026-06-27 08:35:43,1.71,1.71,1.57,1.6,1.6266666666666667,0.07371114795833839,0.0,1.2631578947368423
19,Enkindling Orb,2026-06-27 10:28:06,3.87,1.71,1.71,1.57,1.6633333333333333,0.08082903768656398,1.263157894736842,0.0025839793281653197
19,Enkindling Orb,2026-06-27 11:28:06,3.88,3.87,1.71,1.71,2.43,1.2470765814495923,0.0025839793281652312,0.043814432989690705
19,Enkindling Orb,2026-06-27 12:28:06,4.05,3.88,3.87,1.71,3.1533333333333338,1.249973333048883,0.04381443298969079,0.0
19,Enkindling Orb,2026-06-27 13:28:06,4.05,4.05,3.88,3.87,3.9333333333333336,0.10115993936995253,0.0,-0.8533827160493828
19,Enkindling Orb,2026-06-27 15:22:14,0.5938,4.05,4.05,3.88,3.9933333333333336,0.09814954576223152,-0.8533827160493828,-0.3480970023576962
20,Grand Eldritch Ichor,2026-06-27 01:35:43,5.59,5.74,6.45,6.92,6.37,0.5940538696111659,-0.026132404181184676,0.0912343470483005
20,Grand Eldritch Ichor,2026-06-27 02:35:43,6.1,5.59,5.74,6.45,5.926666666666667,0.4593836450433709,0.09123434704830058,0.0
20,Grand Eldritch Ichor,2026-06-27 03:35:43,6.1,6.1,5.59,5.74,5.81,0.2621068484416238,0.0,-0.03934426229508186
20,Grand Eldritch Ichor,2026-06-27 04:35:43,5.86,6.1,6.1,5.59,5.93,0.29444863728671017,-0.03934426229508181,0.0
20,Grand Eldritch Ichor,2026-06-27 05:35:43,5.86,5.86,6.1,6.1,6.02,0.13856406460551313,0.0,0.3071672354948805
20,Grand Eldritch Ichor,2026-06-27 06:35:43,7.66,5.86,5.86,6.1,5.94,0.13856406460551235,0.30716723549488045,0.01174934725848562
20,Grand Eldritch Ichor,2026-06-27 07:35:43,7.75,7.66,5.86,5.86,6.46,1.039230484541327,0.011749347258485532,0.0
20,Grand Eldritch Ichor,2026-06-27 08:35:43,7.75,7.75,7.66,5.86,7.09,1.0661613386350124,0.0,-0.21677419354838706
20,Grand Eldritch Ichor,2026-06-27 10:28:06,6.07,7.75,7.75,7.66,7.72,0.051961524227087184,-0.216774193548387,0.10543657331136733
20,Grand Eldritch Ichor,2026-06-27 11:28:06,6.71,6.07,7.75,7.75,7.19,0.9699484522385724,0.10543657331136735,0.04470938897168403
20,Grand Eldritch Ichor,2026-06-27 12:28:06,7.01,6.71,6.07,7.75,6.843333333333334,0.8478993650978492,0.04470938897168408,0.0
20,Grand Eldritch Ichor,2026-06-27 13:28:06,7.01,7.01,6.71,6.07,6.596666666666667,0.4801388688008253,0.0,0.20970042796005717
20,Grand Eldritch Ichor,2026-06-27 15:22:14,8.48,7.01,7.01,6.71,6.91,0.17320508075689692,0.20970042796005717,0.01297169811320748
21,Shaper's Exalted Orb,2026-06-27 01:35:43,431.2,309.5,321.4,645.9,425.59999999999997,190.8781548527751,0.39321486268174466,-0.027829313543599257
21,Shaper's Exalted Orb,2026-06-27 02:35:43,419.2,431.2,309.5,321.4,354.0333333333333,67.09264738653056,-0.0278293135435993,0.0
21,Shaper's Exalted Orb,2026-06-27 03:35:43,419.2,419.2,431.2,309.5,386.6333333333334,67.06834822278931,0.0,-0.07084923664122135
21,Shaper's Exalted Orb,2026-06-27 04:35:43,389.5,419.2,419.2,431.2,423.2,6.928203230275115,-0.07084923664122134,0.0
21,Shaper's Exalted Orb,2026-06-27 05:35:43,389.5,389.5,419.2,419.2,409.29999999999995,17.147302994931728,0.0,0.47419768934531464
21,Shaper's Exalted Orb,2026-06-27 06:35:43,574.2,389.5,389.5,419.2,399.40000000000003,17.14730299493175,0.4741976893453146,0.011668408220132239
21,Shaper's Exalted Orb,2026-06-27 07:35:43,580.9,574.2,389.5,389.5,451.06666666666666,106.63659471932385,0.011668408220132154,0.0
21,Shaper's Exalted Orb,2026-06-27 08:35:43,580.9,580.9,574.2,389.5,514.8666666666667,108.62238872964136,0.0,-0.4675503529006713
21,Shaper's Exalted Orb,2026-06-27 10:28:06,309.3,580.9,580.9,574.2,578.6666666666666,3.8682468035688347,-0.4675503529006714,0.002586485612673816
21,Shaper's Exalted Orb,2026-06-27 11:28:06,310.1,309.3,580.9,580.9,490.3666666666666,156.80833311190221,0.002586485612673828,0.0445017736214123
21,Shaper's Exalted Orb,2026-06-27 12:28:06,323.9,310.1,309.3,580.9,400.09999999999997,156.57790393283446,0.04450177362141239,0.0
21,Shaper's Exalted Orb,2026-06-27 13:28:06,323.9,323.9,310.1,309.3,314.43333333333334,8.208126054907455,0.0,-0.018524235875270148
21,Shaper's Exalted Orb,2026-06-27 15:22:14,317.9,323.9,323.9,310.1,319.3,7.967433714811742,-0.01852423587527019,0.013840830449827098
22,Lesser Eldritch Ember,2026-06-27 01:35:43,0.1754,0.1754,0.1754,0.1829,0.17790000000000003,0.004330127018922197,0.0,0.031927023945267925
22,Lesser Eldritch Ember,2026-06-27 02:35:43,0.181,0.1754,0.1754,0.1754,0.1754,0.0,0.03192702394526803,0.0
22,Lesser Eldritch Ember,2026-06-27 03:35:43,0.181,0.181,0.1754,0.1754,0.17726666666666668,0.003233161507461905,0.0,0.0
22,Lesser Eldritch Ember,2026-06-27 04:35:43,0.181,0.181,0.181,0.1754,0.17913333333333334,0.003233161507461919,0.0,0.0
22,Lesser Eldritch Ember,2026-06-27 05:35:43,0.181,0.181,0.181,0.181,0.181,0.0,0.0,0.0
22,Lesser Eldritch Ember,2026-06-27 06:35:43,0.181,0.181,0.181,0.181,0.181,0.0,0.0,0.01270718232044197
22,Lesser Eldritch Ember,2026-06-27 07:35:43,0.1833,0.181,0.181,0.181,0.181,0.0,0.012707182320441879,0.0
22,Lesser Eldritch Ember,2026-06-27 08:35:43,0.1833,0.1833,0.181,0.181,0.18176666666666666,0.0013279056191362489,0.0,-0.003818876159301574
22,Lesser Eldritch Ember,2026-06-27 10:28:06,0.1826,0.1833,0.1833,0.181,0.18253333333333333,0.001327905619136273,-0.003818876159301543,0.0268346111719605
22,Lesser Eldritch Ember,2026-06-27 11:28:06,0.1875,0.1826,0.1833,0.1833,0.18306666666666668,0.0004041451884332252,0.0268346111719604,-0.02613333333333327
22,Lesser Eldritch Ember,2026-06-27 12:28:06,0.1826,0.1875,0.1826,0.1833,0.18446666666666667,0.002650157228040201,-0.02613333333333323,0.0
22,Lesser Eldritch Ember,2026-06-27 13:28:06,0.1826,0.1826,0.1875,0.1826,0.18423333333333333,0.0028290163190292277,0.0,-0.016429353778751384
22,Lesser Eldritch Ember,2026-06-27 15:22:14,0.1796,0.1826,0.1826,0.1875,0.18423333333333336,0.0028290163190292277,-0.016429353778751432,-0.0089086859688197
23,Orb of Dominance,2026-06-27 01:35:43,5795.0,5416.0,5625.0,6190.0,5743.666666666667,400.41270376117365,0.0699778434268834,-0.027782571182053493
23,Orb of Dominance,2026-06-27 02:35:43,5634.0,5795.0,5416.0,5625.0,5612.0,189.8341381311596,-0.027782571182053517,0.0
23,Orb of Dominance,2026-06-27 03:35:43,5634.0,5634.0,5795.0,5416.0,5615.0,190.213038459513,0.0,-0.06673766418175364
23,Orb of Dominance,2026-06-27 04:35:43,5258.0,5634.0,5634.0,5795.0,5687.666666666667,92.95339333953076,-0.06673766418175364,0.0
23,Orb of Dominance,2026-06-27 05:35:43,5258.0,5258.0,5634.0,5634.0,5508.666666666667,217.0837012152999,0.0,-0.03898820844427539
23,Orb of Dominance,2026-06-27 06:35:43,5053.0,5258.0,5258.0,5634.0,5383.333333333333,217.0837012152999,-0.03898820844427542,-0.022758757173956066
23,Orb of Dominance,2026-06-27 07:35:43,4938.0,5053.0,5258.0,5258.0,5189.666666666667,118.3568051838743,-0.022758757173956035,0.0
23,Orb of Dominance,2026-06-27 08:35:43,4938.0,4938.0,5053.0,5258.0,5083.0,162.09565077447408,0.0,0.06500607533414338
23,Orb of Dominance,2026-06-27 10:28:06,5259.0,4938.0,4938.0,5053.0,4976.333333333333,66.39528095680885,0.06500607533414349,-0.17455790074158586
23,Orb of Dominance,2026-06-27 11:28:06,4341.0,5259.0,4938.0,4938.0,5045.0,185.3294364098705,-0.17455790074158584,0.29325040313291867
23,Orb of Dominance,2026-06-27 12:28:06,5614.0,4341.0,5259.0,4938.0,4846.0,465.8637139765236,0.2932504031329186,0.0
23,Orb of Dominance,2026-06-27 13:28:06,5614.0,5614.0,4341.0,5259.0,5071.333333333333,656.921862426068,0.0,0.01923762023512647
23,Orb of Dominance,2026-06-27 15:22:14,5722.0,5614.0,5614.0,4341.0,5189.666666666667,734.9668926783938,0.01923762023512654,0.013806361412093673
24,Maven's Chisel of Scarabs,2026-06-27 01:35:43,86.23,88.42,91.84,92.27,90.84333333333332,2.1096524200287914,-0.024768152001809485,-0.027716571958715068
24,Maven's Chisel of Scarabs,2026-06-27 02:35:43,83.84,86.23,88.42,91.84,88.83,2.827383949873095,-0.02771657195871502,0.0
24,Maven's Chisel of Scarabs,2026-06-27 03:35:43,83.84,83.84,86.23,88.42,86.16333333333334,2.290727686420464,0.0,-0.004532442748091718
24,Maven's Chisel of Scarabs,2026-06-27 04:35:43,83.46,83.84,83.84,86.23,84.63666666666667,1.3798671433631675,-0.004532442748091725,0.0
24,Maven's Chisel of Scarabs,2026-06-27 05:35:43,83.46,83.46,83.84,83.84,83.71333333333332,0.21939310229182454,0.0,0.8535825545171339
24,Maven's Chisel of Scarabs,2026-06-27 10:28:06,154.7,83.46,83.46,83.84,83.58666666666666,0.21939310229182965,0.853582554517134,0.001939237233354954
24,Maven's Chisel of Scarabs,2026-06-27 11:28:06,155.0,154.7,83.46,83.46,107.20666666666665,41.13043317706893,0.0019392372333548735,0.04516129032258064
24,Maven's Chisel of Scarabs,2026-06-27 12:28:06,162.0,155.0,154.7,83.46,131.0533333333333,41.21730866193634,0.04516129032258065,0.0
24,Maven's Chisel of Scarabs,2026-06-27 13:28:06,162.0,162.0,155.0,154.7,157.23333333333332,4.130778780488156,0.0,-0.01913580246913577
25,Primal Crystallised Lifeforce,2026-06-27 01:35:43,0.07322,0.07464,0.07758,0.08569,0.07930333333333334,0.005723026588557263,-0.019024651661307623,-0.018437585359191343
25,Primal Crystallised Lifeforce,2026-06-27 02:35:43,0.07187,0.07322,0.07464,0.07758,0.07514666666666667,0.002223720605951531,-0.018437585359191377,0.0
25,Primal Crystallised Lifeforce,2026-06-27 03:35:43,0.07187,0.07187,0.07322,0.07464,0.07324333333333333,0.0013851474049116346,0.0,0.030054264644496943
25,Primal Crystallised Lifeforce,2026-06-27 04:35:43,0.07403,0.07187,0.07187,0.07322,0.07232000000000001,0.0007794228634060552,0.03005426464449701,0.0
25,Primal Crystallised Lifeforce,2026-06-27 05:35:43,0.07403,0.07403,0.07187,0.07187,0.07259,0.0012470765814496364,0.0,0.491287315952992
25,Primal Crystallised Lifeforce,2026-06-27 06:35:43,0.1104,0.07403,0.07403,0.07187,0.07331,0.0012470765814496466,0.491287315952992,0.002717391304347904
25,Primal Crystallised Lifeforce,2026-06-27 07:35:43,0.1107,0.1104,0.07403,0.07403,0.08615333333333335,0.020998229290426704,0.0027173913043478937,0.0
25,Primal Crystallised Lifeforce,2026-06-27 08:35:43,0.1107,0.1107,0.1104,0.07403,0.09837666666666667,0.02108536538296964,0.0,0.06594399277326095
25,Primal Crystallised Lifeforce,2026-06-27 10:28:06,0.118,0.1107,0.1107,0.1104,0.11059999999999999,0.00017320508076151695,0.06594399277326102,0.02118644067796612
25,Primal Crystallised Lifeforce,2026-06-27 11:28:06,0.1205,0.118,0.1107,0.1107,0.11313333333333335,0.004214656965084461,0.021186440677966045,-0.2901244813278008
25,Primal Crystallised Lifeforce,2026-06-27 12:28:06,0.08554,0.1205,0.118,0.1107,0.11639999999999999,0.005092150822589778,-0.2901244813278008,0.0
25,Primal Crystallised Lifeforce,2026-06-27 13:28:06,0.08554,0.08554,0.1205,0.118,0.10801333333333334,0.0195025776074173,0.0,0.013677811550151863
25,Primal Crystallised Lifeforce,2026-06-27 15:22:14,0.08671,0.08554,0.08554,0.1205,0.09719333333333334,0.020184165410869346,0.013677811550151908,0.00046130780763462546
26,Regal Orb,2026-06-27 06:35:43,0.1579,0.1429,0.1429,0.1667,0.15083333333333335,0.013740936406713084,0.10496850944716596,0.0
26,Regal Orb,2026-06-27 07:35:43,0.1579,0.1579,0.1429,0.1429,0.1479,0.00866025403784439,0.0,0.0
26,Regal Orb,2026-06-27 08:35:43,0.1579,0.1579,0.1579,0.1429,0.1529,0.00866025403784441,0.0,0.05573147561747925
26,Regal Orb,2026-06-27 10:28:06,0.1667,0.1579,0.1579,0.1579,0.1579,0.0,0.055731475617479154,-0.15596880623875223
26,Regal Orb,2026-06-27 11:28:06,0.1407,0.1667,0.1579,0.1579,0.16083333333333336,0.005080682368868767,-0.1559688062387522,-0.14712153518123666
26,Regal Orb,2026-06-27 12:28:06,0.12,0.1407,0.1667,0.1579,0.1551,0.013224220203853257,-0.1471215351812366,0.0
26,Regal Orb,2026-06-27 13:28:06,0.12,0.12,0.1407,0.1667,0.14246666666666666,0.023400071224962835,0.0,0.0
26,Regal Orb,2026-06-27 15:22:14,0.12,0.12,0.12,0.1407,0.1269,0.011951150572225271,0.0,0.0
27,Eldritch Exalted Orb,2026-06-27 01:35:43,13.6,13.6,36.0,32.29,27.296666666666667,12.005833304412205,0.0,-0.4117647058823529
27,Eldritch Exalted Orb,2026-06-27 02:35:43,8.0,13.6,13.6,36.0,21.066666666666666,12.932646029847612,-0.4117647058823529,0.0
27,Eldritch Exalted Orb,2026-06-27 03:35:43,8.0,8.0,13.6,13.6,11.733333333333334,3.23316150746187,0.0,0.0
27,Eldritch Exalted Orb,2026-06-27 04:35:43,8.0,8.0,8.0,13.6,9.866666666666665,3.2331615074618663,0.0,0.0
27,Eldritch Exalted Orb,2026-06-27 05:35:43,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0
27,Eldritch Exalted Orb,2026-06-27 06:35:43,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0
27,Eldritch Exalted Orb,2026-06-27 07:35:43,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0
27,Eldritch Exalted Orb,2026-06-27 08:35:43,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0
27,Eldritch Exalted Orb,2026-06-27 10:28:06,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0
27,Eldritch Exalted Orb,2026-06-27 11:28:06,8.0,8.0,8.0,8.0,8.0,0.0,0.0,3.04875
27,Eldritch Exalted Orb,2026-06-27 12:28:06,32.39,8.0,8.0,8.0,8.0,0.0,3.04875,0.0
27,Eldritch Exalted Orb,2026-06-27 13:28:06,32.39,32.39,8.0,8.0,16.13,14.081573065534966,0.0,-0.01852423587527019
27,Eldritch Exalted Orb,2026-06-27 15:22:14,31.79,32.39,32.39,8.0,24.26,14.081573065534972,-0.01852423587527019,0.013840830449826919
29,Scroll of Wisdom,2026-06-27 15:22:14,0.00125,0.00125,0.00125,0.00119,0.00123,3.464101615137742e-05,0.0,-0.11120000000000001
30,Exceptional Eldritch Ichor,2026-06-27 01:35:43,1006.0,1032.0,1071.0,645.9,916.3000000000001,234.98376539667584,-0.025193798449612448,-0.04155069582504966
30,Exceptional Eldritch Ichor,2026-06-27 02:35:43,964.2,1006.0,1032.0,1071.0,1036.3333333333333,32.715949219506,-0.041550695825049666,0.0
30,Exceptional Eldritch Ichor,2026-06-27 03:35:43,964.2,964.2,1006.0,1032.0,1000.7333333333332,34.205457654200224,0.0,0.31300560049782195
30,Exceptional Eldritch Ichor,2026-06-27 04:35:43,1266.0,964.2,964.2,1006.0,978.1333333333333,24.13324125212524,0.3130056004978219,0.0
30,Exceptional Eldritch Ichor,2026-06-27 05:35:43,1266.0,1266.0,964.2,964.2,1064.8,174.2443112414289,0.0,-0.07187993680884676
30,Exceptional Eldritch Ichor,2026-06-27 06:35:43,1175.0,1266.0,1266.0,964.2,1165.3999999999999,174.244311241429,-0.07187993680884674,-0.005957446808510639
30,Exceptional Eldritch Ichor,2026-06-27 07:35:43,1168.0,1175.0,1266.0,1266.0,1235.6666666666667,52.53887449625612,-0.005957446808510625,0.0
30,Exceptional Eldritch Ichor,2026-06-27 08:35:43,1168.0,1168.0,1175.0,1266.0,1203.0,54.6717477313466,0.0,-0.010273972602739725
30,Exceptional Eldritch Ichor,2026-06-27 10:28:06,1156.0,1168.0,1168.0,1175.0,1170.3333333333333,4.04145188432438,-0.010273972602739767,-0.10986159169550173
30,Exceptional Eldritch Ichor,2026-06-27 11:28:06,1029.0,1156.0,1168.0,1168.0,1164.0,6.928203230273376,-0.10986159169550169,0.39941690962099125
30,Exceptional Eldritch Ichor,2026-06-27 12:28:06,1440.0,1029.0,1156.0,1168.0,1117.6666666666667,77.02164198024641,0.3994169096209912,0.0
30,Exceptional Eldritch Ichor,2026-06-27 13:28:06,1440.0,1440.0,1029.0,1156.0,1208.3333333333333,210.43843121762083,0.0,0.009027777777777777
30,Exceptional Eldritch Ichor,2026-06-27 15:22:14,1453.0,1440.0,1440.0,1029.0,1303.0,237.29096063693638,0.009027777777777857,0.021335168616655197
31,Elder's Exalted Orb,2026-06-27 01:35:43,431.2,442.1,459.2,645.9,515.7333333333333,113.05141897974269,-0.024655055417326488,-0.027829313543599257
31,Elder's Exalted Orb,2026-06-27 02:35:43,419.2,431.2,442.1,459.2,444.1666666666667,14.113941098549795,-0.0278293135435993,0.0
31,Elder's Exalted Orb,2026-06-27 03:35:43,419.2,419.2,431.2,442.1,430.8333333333333,11.454402356008556,0.0,0.3938454198473282
31,Elder's Exalted Orb,2026-06-27 04:35:43,584.3,419.2,419.2,431.2,423.2,6.928203230275621,0.39384541984732824,0.0
31,Elder's Exalted Orb,2026-06-27 05:35:43,584.3,584.3,419.2,419.2,474.2333333333333,95.32052944320716,0.0,-0.0058189286325517325
31,Elder's Exalted Orb,2026-06-27 07:35:43,580.9,584.3,584.3,419.2,529.2666666666665,95.32052944320714,-0.005818928632551734,0.0
31,Elder's Exalted Orb,2026-06-27 08:35:43,580.9,580.9,584.3,584.3,583.1666666666666,1.9629909152419347,0.0,0.06507144086761933
31,Elder's Exalted Orb,2026-06-27 10:28:06,618.7,580.9,580.9,584.3,582.0333333333333,1.9629909152419183,0.0650714408676194,0.002424438338451592
31,Elder's Exalted Orb,2026-06-27 11:28:06,620.2,618.7,580.9,580.9,593.5,21.823840175367643,0.002424438338451518,0.0445017736214123
31,Elder's Exalted Orb,2026-06-27 12:28:06,647.8,620.2,618.7,580.9,606.6,22.269485849475544,0.04450177362141239,0.0
31,Elder's Exalted Orb,2026-06-27 13:28:06,647.8,647.8,620.2,618.7,628.9,16.385054165305302,0.0,-0.018524235875270148
31,Elder's Exalted Orb,2026-06-27 15:22:14,635.8,647.8,647.8,620.2,638.6,15.934867429633316,-0.01852423587527019,0.013683548285624483
32,Chromatic Orb,2026-06-27 01:35:43,0.1947,0.1997,0.2074,0.2652,0.2241,0.035801256961173866,-0.025037556334501665,-0.02773497688751934
32,Chromatic Orb,2026-06-27 02:35:43,0.1893,0.1947,0.1997,0.2074,0.2006,0.006397655820689388,-0.027734976887519358,0.0
32,Chromatic Orb,2026-06-27 03:35:43,0.1893,0.1893,0.1947,0.1997,0.19456666666666667,0.00520128189327728,0.0,0.01215002641310088
32,Chromatic Orb,2026-06-27 04:35:43,0.1916,0.1893,0.1893,0.1947,0.19109999999999996,0.003117691453624112,0.012150026413100923,0.0
32,Chromatic Orb,2026-06-27 05:35:43,0.1916,0.1916,0.1893,0.1893,0.1900666666666667,0.0013279056191364195,0.0,-0.24478079331941544
32,Chromatic Orb,2026-06-27 06:35:43,0.1447,0.1916,0.1916,0.1893,0.19083333333333333,0.0013279056191364436,-0.2447807933194155,0.0
32,Chromatic Orb,2026-06-27 07:35:43,0.1447,0.1447,0.1916,0.1916,0.1759666666666667,0.027077727624993435,0.0,0.0
32,Chromatic Orb,2026-06-27 08:35:43,0.1447,0.1447,0.1447,0.1916,0.16033333333333333,0.027077727624993414,0.0,0.401520387007602
32,Chromatic Orb,2026-06-27 10:28:06,0.2028,0.1447,0.1447,0.1447,0.1447,0.0,0.40152038700760206,0.002465483234714006
32,Chromatic Orb,2026-06-27 11:28:06,0.2033,0.2028,0.1447,0.1447,0.16406666666666667,0.03354405063991724,0.002465483234713961,0.05509099852434819
32,Chromatic Orb,2026-06-27 12:28:06,0.2145,0.2033,0.2028,0.1447,0.18359999999999999,0.033689315813771,0.05509099852434818,0.0
32,Chromatic Orb,2026-06-27 13:28:06,0.2145,0.2145,0.2033,0.2028,0.20686666666666667,0.006615386106141869,0.0,-0.01305361305361304
32,Chromatic Orb,2026-06-27 15:22:14,0.2117,0.2145,0.2145,0.2033,0.21076666666666669,0.006466323014923945,-0.013053613053613078,0.014170996693434117
33,Portal Scroll,2026-06-27 01:35:43,0.08112,0.07479,0.07532,0.1535,0.10120333333333333,0.04529101713732352,0.0846369835539511,0.0
33,Portal Scroll,2026-06-27 02:35:43,0.08112,0.08112,0.07479,0.07532,0.07707666666666667,0.0035116425406542325,0.0,0.0
33,Portal Scroll,2026-06-27 03:35:43,0.08112,0.08112,0.08112,0.07479,0.07901,0.003654627203970228,0.0,-0.008259368836291962
33,Portal Scroll,2026-06-27 04:35:43,0.08045,0.08112,0.08112,0.08112,0.08112,0.0,-0.00825936883629197,0.0
33,Portal Scroll,2026-06-27 05:35:43,0.08045,0.08045,0.08112,0.08112,0.08089666666666666,0.00038682468035617935,0.0,-0.003604723430702282
33,Portal Scroll,2026-06-27 06:35:43,0.08016,0.08045,0.08045,0.08112,0.08067333333333333,0.0003868246803561623,-0.0036047234307022835,-0.00012475049900194764
33,Portal Scroll,2026-06-27 07:35:43,0.08015,0.08016,0.08045,0.08045,0.08035333333333333,0.00016743157806287654,-0.00012475049900195767,0.0
33,Portal Scroll,2026-06-27 08:35:43,0.08015,0.08015,0.08016,0.08045,0.08025333333333333,0.00017039170558632666,0.0,0.019713038053649382
33,Portal Scroll,2026-06-27 10:28:06,0.08173,0.08015,0.08015,0.08016,0.08015333333333334,5.773502629170588e-06,0.019713038053649434,-0.00024470818548870973
33,Portal Scroll,2026-06-27 11:28:06,0.08171,0.08173,0.08015,0.08015,0.08067666666666666,0.0009122134253192405,-0.00024470818548871787,-0.050666993024109715
33,Portal Scroll,2026-06-27 12:28:06,0.07757,0.08171,0.08173,0.08015,0.08119666666666665,0.000906495081802825,-0.05066699302410971,0.0
33,Portal Scroll,2026-06-27 13:28:06,0.07757,0.07757,0.08171,0.08173,0.08033666666666667,0.002396024485127946,0.0,-0.08366636586309134
33,Portal Scroll,2026-06-27 15:22:14,0.07108,0.07757,0.07757,0.08171,0.07895,0.0023902301144448847,-0.0836663658630914,-0.10917276308384923
34,Orb of Regret,2026-06-27 01:35:43,2.01,2.06,2.14,1.06,1.7533333333333332,0.6017751518078271,-0.024271844660194275,-0.8898009950248756
